study_accession,reads_accession,fastq_1,fastq_2,library_layout,library_strategy,platform
PRJEB51728,ERR10900862,s3://era-public/fastq/ERR109/062/ERR10900862/ERR10900862_1.fastq.gz,s3://era-public/fastq/ERR109/062/ERR10900862/ERR10900862_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900867,s3://era-public/fastq/ERR109/067/ERR10900867/ERR10900867_1.fastq.gz,s3://era-public/fastq/ERR109/067/ERR10900867/ERR10900867_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900872,s3://era-public/fastq/ERR109/072/ERR10900872/ERR10900872_1.fastq.gz,s3://era-public/fastq/ERR109/072/ERR10900872/ERR10900872_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900873,s3://era-public/fastq/ERR109/073/ERR10900873/ERR10900873_1.fastq.gz,s3://era-public/fastq/ERR109/073/ERR10900873/ERR10900873_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900877,s3://era-public/fastq/ERR109/077/ERR10900877/ERR10900877_1.fastq.gz,s3://era-public/fastq/ERR109/077/ERR10900877/ERR10900877_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900878,s3://era-public/fastq/ERR109/078/ERR10900878/ERR10900878_1.fastq.gz,s3://era-public/fastq/ERR109/078/ERR10900878/ERR10900878_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900879,s3://era-public/fastq/ERR109/079/ERR10900879/ERR10900879_1.fastq.gz,s3://era-public/fastq/ERR109/079/ERR10900879/ERR10900879_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900882,s3://era-public/fastq/ERR109/082/ERR10900882/ERR10900882_1.fastq.gz,s3://era-public/fastq/ERR109/082/ERR10900882/ERR10900882_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900887,s3://era-public/fastq/ERR109/087/ERR10900887/ERR10900887_1.fastq.gz,s3://era-public/fastq/ERR109/087/ERR10900887/ERR10900887_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900892,s3://era-public/fastq/ERR109/092/ERR10900892/ERR10900892_1.fastq.gz,s3://era-public/fastq/ERR109/092/ERR10900892/ERR10900892_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900895,s3://era-public/fastq/ERR109/095/ERR10900895/ERR10900895_1.fastq.gz,s3://era-public/fastq/ERR109/095/ERR10900895/ERR10900895_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900901,s3://era-public/fastq/ERR109/001/ERR10900901/ERR10900901_1.fastq.gz,s3://era-public/fastq/ERR109/001/ERR10900901/ERR10900901_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900902,s3://era-public/fastq/ERR109/002/ERR10900902/ERR10900902_1.fastq.gz,s3://era-public/fastq/ERR109/002/ERR10900902/ERR10900902_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900903,s3://era-public/fastq/ERR109/003/ERR10900903/ERR10900903_1.fastq.gz,s3://era-public/fastq/ERR109/003/ERR10900903/ERR10900903_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900906,s3://era-public/fastq/ERR109/006/ERR10900906/ERR10900906_1.fastq.gz,s3://era-public/fastq/ERR109/006/ERR10900906/ERR10900906_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900908,s3://era-public/fastq/ERR109/008/ERR10900908/ERR10900908_1.fastq.gz,s3://era-public/fastq/ERR109/008/ERR10900908/ERR10900908_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900912,s3://era-public/fastq/ERR109/012/ERR10900912/ERR10900912_1.fastq.gz,s3://era-public/fastq/ERR109/012/ERR10900912/ERR10900912_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900913,s3://era-public/fastq/ERR109/013/ERR10900913/ERR10900913_1.fastq.gz,s3://era-public/fastq/ERR109/013/ERR10900913/ERR10900913_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900914,s3://era-public/fastq/ERR109/014/ERR10900914/ERR10900914_1.fastq.gz,s3://era-public/fastq/ERR109/014/ERR10900914/ERR10900914_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900915,s3://era-public/fastq/ERR109/015/ERR10900915/ERR10900915_1.fastq.gz,s3://era-public/fastq/ERR109/015/ERR10900915/ERR10900915_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900917,s3://era-public/fastq/ERR109/017/ERR10900917/ERR10900917_1.fastq.gz,s3://era-public/fastq/ERR109/017/ERR10900917/ERR10900917_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900919,s3://era-public/fastq/ERR109/019/ERR10900919/ERR10900919_1.fastq.gz,s3://era-public/fastq/ERR109/019/ERR10900919/ERR10900919_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900923,s3://era-public/fastq/ERR109/023/ERR10900923/ERR10900923_1.fastq.gz,s3://era-public/fastq/ERR109/023/ERR10900923/ERR10900923_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900928,s3://era-public/fastq/ERR109/028/ERR10900928/ERR10900928_1.fastq.gz,s3://era-public/fastq/ERR109/028/ERR10900928/ERR10900928_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900929,s3://era-public/fastq/ERR109/029/ERR10900929/ERR10900929_1.fastq.gz,s3://era-public/fastq/ERR109/029/ERR10900929/ERR10900929_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900934,s3://era-public/fastq/ERR109/034/ERR10900934/ERR10900934_1.fastq.gz,s3://era-public/fastq/ERR109/034/ERR10900934/ERR10900934_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900936,s3://era-public/fastq/ERR109/036/ERR10900936/ERR10900936_1.fastq.gz,s3://era-public/fastq/ERR109/036/ERR10900936/ERR10900936_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900949,s3://era-public/fastq/ERR109/049/ERR10900949/ERR10900949_1.fastq.gz,s3://era-public/fastq/ERR109/049/ERR10900949/ERR10900949_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900951,s3://era-public/fastq/ERR109/051/ERR10900951/ERR10900951_1.fastq.gz,s3://era-public/fastq/ERR109/051/ERR10900951/ERR10900951_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900952,s3://era-public/fastq/ERR109/052/ERR10900952/ERR10900952_1.fastq.gz,s3://era-public/fastq/ERR109/052/ERR10900952/ERR10900952_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900953,s3://era-public/fastq/ERR109/053/ERR10900953/ERR10900953_1.fastq.gz,s3://era-public/fastq/ERR109/053/ERR10900953/ERR10900953_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900954,s3://era-public/fastq/ERR109/054/ERR10900954/ERR10900954_1.fastq.gz,s3://era-public/fastq/ERR109/054/ERR10900954/ERR10900954_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900956,s3://era-public/fastq/ERR109/056/ERR10900956/ERR10900956_1.fastq.gz,s3://era-public/fastq/ERR109/056/ERR10900956/ERR10900956_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900966,s3://era-public/fastq/ERR109/066/ERR10900966/ERR10900966_1.fastq.gz,s3://era-public/fastq/ERR109/066/ERR10900966/ERR10900966_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900968,s3://era-public/fastq/ERR109/068/ERR10900968/ERR10900968_1.fastq.gz,s3://era-public/fastq/ERR109/068/ERR10900968/ERR10900968_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900972,s3://era-public/fastq/ERR109/072/ERR10900972/ERR10900972_1.fastq.gz,s3://era-public/fastq/ERR109/072/ERR10900972/ERR10900972_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900974,s3://era-public/fastq/ERR109/074/ERR10900974/ERR10900974_1.fastq.gz,s3://era-public/fastq/ERR109/074/ERR10900974/ERR10900974_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900978,s3://era-public/fastq/ERR109/078/ERR10900978/ERR10900978_1.fastq.gz,s3://era-public/fastq/ERR109/078/ERR10900978/ERR10900978_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900987,s3://era-public/fastq/ERR109/087/ERR10900987/ERR10900987_1.fastq.gz,s3://era-public/fastq/ERR109/087/ERR10900987/ERR10900987_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900988,s3://era-public/fastq/ERR109/088/ERR10900988/ERR10900988_1.fastq.gz,s3://era-public/fastq/ERR109/088/ERR10900988/ERR10900988_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900990,s3://era-public/fastq/ERR109/090/ERR10900990/ERR10900990_1.fastq.gz,s3://era-public/fastq/ERR109/090/ERR10900990/ERR10900990_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900995,s3://era-public/fastq/ERR109/095/ERR10900995/ERR10900995_1.fastq.gz,s3://era-public/fastq/ERR109/095/ERR10900995/ERR10900995_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900998,s3://era-public/fastq/ERR109/098/ERR10900998/ERR10900998_1.fastq.gz,s3://era-public/fastq/ERR109/098/ERR10900998/ERR10900998_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10900999,s3://era-public/fastq/ERR109/099/ERR10900999/ERR10900999_1.fastq.gz,s3://era-public/fastq/ERR109/099/ERR10900999/ERR10900999_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901001,s3://era-public/fastq/ERR109/001/ERR10901001/ERR10901001_1.fastq.gz,s3://era-public/fastq/ERR109/001/ERR10901001/ERR10901001_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901003,s3://era-public/fastq/ERR109/003/ERR10901003/ERR10901003_1.fastq.gz,s3://era-public/fastq/ERR109/003/ERR10901003/ERR10901003_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901004,s3://era-public/fastq/ERR109/004/ERR10901004/ERR10901004_1.fastq.gz,s3://era-public/fastq/ERR109/004/ERR10901004/ERR10901004_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901007,s3://era-public/fastq/ERR109/007/ERR10901007/ERR10901007_1.fastq.gz,s3://era-public/fastq/ERR109/007/ERR10901007/ERR10901007_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901009,s3://era-public/fastq/ERR109/009/ERR10901009/ERR10901009_1.fastq.gz,s3://era-public/fastq/ERR109/009/ERR10901009/ERR10901009_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901011,s3://era-public/fastq/ERR109/011/ERR10901011/ERR10901011_1.fastq.gz,s3://era-public/fastq/ERR109/011/ERR10901011/ERR10901011_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901012,s3://era-public/fastq/ERR109/012/ERR10901012/ERR10901012_1.fastq.gz,s3://era-public/fastq/ERR109/012/ERR10901012/ERR10901012_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901022,s3://era-public/fastq/ERR109/022/ERR10901022/ERR10901022_1.fastq.gz,s3://era-public/fastq/ERR109/022/ERR10901022/ERR10901022_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901025,s3://era-public/fastq/ERR109/025/ERR10901025/ERR10901025_1.fastq.gz,s3://era-public/fastq/ERR109/025/ERR10901025/ERR10901025_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901026,s3://era-public/fastq/ERR109/026/ERR10901026/ERR10901026_1.fastq.gz,s3://era-public/fastq/ERR109/026/ERR10901026/ERR10901026_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901029,s3://era-public/fastq/ERR109/029/ERR10901029/ERR10901029_1.fastq.gz,s3://era-public/fastq/ERR109/029/ERR10901029/ERR10901029_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901030,s3://era-public/fastq/ERR109/030/ERR10901030/ERR10901030_1.fastq.gz,s3://era-public/fastq/ERR109/030/ERR10901030/ERR10901030_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901035,s3://era-public/fastq/ERR109/035/ERR10901035/ERR10901035_1.fastq.gz,s3://era-public/fastq/ERR109/035/ERR10901035/ERR10901035_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901037,s3://era-public/fastq/ERR109/037/ERR10901037/ERR10901037_1.fastq.gz,s3://era-public/fastq/ERR109/037/ERR10901037/ERR10901037_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901054,s3://era-public/fastq/ERR109/054/ERR10901054/ERR10901054_1.fastq.gz,s3://era-public/fastq/ERR109/054/ERR10901054/ERR10901054_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901057,s3://era-public/fastq/ERR109/057/ERR10901057/ERR10901057_1.fastq.gz,s3://era-public/fastq/ERR109/057/ERR10901057/ERR10901057_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901060,s3://era-public/fastq/ERR109/060/ERR10901060/ERR10901060_1.fastq.gz,s3://era-public/fastq/ERR109/060/ERR10901060/ERR10901060_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901063,s3://era-public/fastq/ERR109/063/ERR10901063/ERR10901063_1.fastq.gz,s3://era-public/fastq/ERR109/063/ERR10901063/ERR10901063_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901067,s3://era-public/fastq/ERR109/067/ERR10901067/ERR10901067_1.fastq.gz,s3://era-public/fastq/ERR109/067/ERR10901067/ERR10901067_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901069,s3://era-public/fastq/ERR109/069/ERR10901069/ERR10901069_1.fastq.gz,s3://era-public/fastq/ERR109/069/ERR10901069/ERR10901069_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901075,s3://era-public/fastq/ERR109/075/ERR10901075/ERR10901075_1.fastq.gz,s3://era-public/fastq/ERR109/075/ERR10901075/ERR10901075_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901078,s3://era-public/fastq/ERR109/078/ERR10901078/ERR10901078_1.fastq.gz,s3://era-public/fastq/ERR109/078/ERR10901078/ERR10901078_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901082,s3://era-public/fastq/ERR109/082/ERR10901082/ERR10901082_1.fastq.gz,s3://era-public/fastq/ERR109/082/ERR10901082/ERR10901082_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901086,s3://era-public/fastq/ERR109/086/ERR10901086/ERR10901086_1.fastq.gz,s3://era-public/fastq/ERR109/086/ERR10901086/ERR10901086_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901091,s3://era-public/fastq/ERR109/091/ERR10901091/ERR10901091_1.fastq.gz,s3://era-public/fastq/ERR109/091/ERR10901091/ERR10901091_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901092,s3://era-public/fastq/ERR109/092/ERR10901092/ERR10901092_1.fastq.gz,s3://era-public/fastq/ERR109/092/ERR10901092/ERR10901092_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901097,s3://era-public/fastq/ERR109/097/ERR10901097/ERR10901097_1.fastq.gz,s3://era-public/fastq/ERR109/097/ERR10901097/ERR10901097_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901098,s3://era-public/fastq/ERR109/098/ERR10901098/ERR10901098_1.fastq.gz,s3://era-public/fastq/ERR109/098/ERR10901098/ERR10901098_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901102,s3://era-public/fastq/ERR109/002/ERR10901102/ERR10901102_1.fastq.gz,s3://era-public/fastq/ERR109/002/ERR10901102/ERR10901102_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901104,s3://era-public/fastq/ERR109/004/ERR10901104/ERR10901104_1.fastq.gz,s3://era-public/fastq/ERR109/004/ERR10901104/ERR10901104_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901108,s3://era-public/fastq/ERR109/008/ERR10901108/ERR10901108_1.fastq.gz,s3://era-public/fastq/ERR109/008/ERR10901108/ERR10901108_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901113,s3://era-public/fastq/ERR109/013/ERR10901113/ERR10901113_1.fastq.gz,s3://era-public/fastq/ERR109/013/ERR10901113/ERR10901113_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901115,s3://era-public/fastq/ERR109/015/ERR10901115/ERR10901115_1.fastq.gz,s3://era-public/fastq/ERR109/015/ERR10901115/ERR10901115_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901117,s3://era-public/fastq/ERR109/017/ERR10901117/ERR10901117_1.fastq.gz,s3://era-public/fastq/ERR109/017/ERR10901117/ERR10901117_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901121,s3://era-public/fastq/ERR109/021/ERR10901121/ERR10901121_1.fastq.gz,s3://era-public/fastq/ERR109/021/ERR10901121/ERR10901121_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901122,s3://era-public/fastq/ERR109/022/ERR10901122/ERR10901122_1.fastq.gz,s3://era-public/fastq/ERR109/022/ERR10901122/ERR10901122_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901125,s3://era-public/fastq/ERR109/025/ERR10901125/ERR10901125_1.fastq.gz,s3://era-public/fastq/ERR109/025/ERR10901125/ERR10901125_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901128,s3://era-public/fastq/ERR109/028/ERR10901128/ERR10901128_1.fastq.gz,s3://era-public/fastq/ERR109/028/ERR10901128/ERR10901128_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901129,s3://era-public/fastq/ERR109/029/ERR10901129/ERR10901129_1.fastq.gz,s3://era-public/fastq/ERR109/029/ERR10901129/ERR10901129_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901137,s3://era-public/fastq/ERR109/037/ERR10901137/ERR10901137_1.fastq.gz,s3://era-public/fastq/ERR109/037/ERR10901137/ERR10901137_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901138,s3://era-public/fastq/ERR109/038/ERR10901138/ERR10901138_1.fastq.gz,s3://era-public/fastq/ERR109/038/ERR10901138/ERR10901138_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901146,s3://era-public/fastq/ERR109/046/ERR10901146/ERR10901146_1.fastq.gz,s3://era-public/fastq/ERR109/046/ERR10901146/ERR10901146_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901148,s3://era-public/fastq/ERR109/048/ERR10901148/ERR10901148_1.fastq.gz,s3://era-public/fastq/ERR109/048/ERR10901148/ERR10901148_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901149,s3://era-public/fastq/ERR109/049/ERR10901149/ERR10901149_1.fastq.gz,s3://era-public/fastq/ERR109/049/ERR10901149/ERR10901149_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901150,s3://era-public/fastq/ERR109/050/ERR10901150/ERR10901150_1.fastq.gz,s3://era-public/fastq/ERR109/050/ERR10901150/ERR10901150_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901151,s3://era-public/fastq/ERR109/051/ERR10901151/ERR10901151_1.fastq.gz,s3://era-public/fastq/ERR109/051/ERR10901151/ERR10901151_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901152,s3://era-public/fastq/ERR109/052/ERR10901152/ERR10901152_1.fastq.gz,s3://era-public/fastq/ERR109/052/ERR10901152/ERR10901152_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901153,s3://era-public/fastq/ERR109/053/ERR10901153/ERR10901153_1.fastq.gz,s3://era-public/fastq/ERR109/053/ERR10901153/ERR10901153_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901158,s3://era-public/fastq/ERR109/058/ERR10901158/ERR10901158_1.fastq.gz,s3://era-public/fastq/ERR109/058/ERR10901158/ERR10901158_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901159,s3://era-public/fastq/ERR109/059/ERR10901159/ERR10901159_1.fastq.gz,s3://era-public/fastq/ERR109/059/ERR10901159/ERR10901159_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901163,s3://era-public/fastq/ERR109/063/ERR10901163/ERR10901163_1.fastq.gz,s3://era-public/fastq/ERR109/063/ERR10901163/ERR10901163_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901166,s3://era-public/fastq/ERR109/066/ERR10901166/ERR10901166_1.fastq.gz,s3://era-public/fastq/ERR109/066/ERR10901166/ERR10901166_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901172,s3://era-public/fastq/ERR109/072/ERR10901172/ERR10901172_1.fastq.gz,s3://era-public/fastq/ERR109/072/ERR10901172/ERR10901172_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901176,s3://era-public/fastq/ERR109/076/ERR10901176/ERR10901176_1.fastq.gz,s3://era-public/fastq/ERR109/076/ERR10901176/ERR10901176_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901178,s3://era-public/fastq/ERR109/078/ERR10901178/ERR10901178_1.fastq.gz,s3://era-public/fastq/ERR109/078/ERR10901178/ERR10901178_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901180,s3://era-public/fastq/ERR109/080/ERR10901180/ERR10901180_1.fastq.gz,s3://era-public/fastq/ERR109/080/ERR10901180/ERR10901180_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901184,s3://era-public/fastq/ERR109/084/ERR10901184/ERR10901184_1.fastq.gz,s3://era-public/fastq/ERR109/084/ERR10901184/ERR10901184_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901185,s3://era-public/fastq/ERR109/085/ERR10901185/ERR10901185_1.fastq.gz,s3://era-public/fastq/ERR109/085/ERR10901185/ERR10901185_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901188,s3://era-public/fastq/ERR109/088/ERR10901188/ERR10901188_1.fastq.gz,s3://era-public/fastq/ERR109/088/ERR10901188/ERR10901188_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901190,s3://era-public/fastq/ERR109/090/ERR10901190/ERR10901190_1.fastq.gz,s3://era-public/fastq/ERR109/090/ERR10901190/ERR10901190_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901194,s3://era-public/fastq/ERR109/094/ERR10901194/ERR10901194_1.fastq.gz,s3://era-public/fastq/ERR109/094/ERR10901194/ERR10901194_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901197,s3://era-public/fastq/ERR109/097/ERR10901197/ERR10901197_1.fastq.gz,s3://era-public/fastq/ERR109/097/ERR10901197/ERR10901197_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901201,s3://era-public/fastq/ERR109/001/ERR10901201/ERR10901201_1.fastq.gz,s3://era-public/fastq/ERR109/001/ERR10901201/ERR10901201_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901204,s3://era-public/fastq/ERR109/004/ERR10901204/ERR10901204_1.fastq.gz,s3://era-public/fastq/ERR109/004/ERR10901204/ERR10901204_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901212,s3://era-public/fastq/ERR109/012/ERR10901212/ERR10901212_1.fastq.gz,s3://era-public/fastq/ERR109/012/ERR10901212/ERR10901212_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901214,s3://era-public/fastq/ERR109/014/ERR10901214/ERR10901214_1.fastq.gz,s3://era-public/fastq/ERR109/014/ERR10901214/ERR10901214_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901215,s3://era-public/fastq/ERR109/015/ERR10901215/ERR10901215_1.fastq.gz,s3://era-public/fastq/ERR109/015/ERR10901215/ERR10901215_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901218,s3://era-public/fastq/ERR109/018/ERR10901218/ERR10901218_1.fastq.gz,s3://era-public/fastq/ERR109/018/ERR10901218/ERR10901218_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901219,s3://era-public/fastq/ERR109/019/ERR10901219/ERR10901219_1.fastq.gz,s3://era-public/fastq/ERR109/019/ERR10901219/ERR10901219_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901220,s3://era-public/fastq/ERR109/020/ERR10901220/ERR10901220_1.fastq.gz,s3://era-public/fastq/ERR109/020/ERR10901220/ERR10901220_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901222,s3://era-public/fastq/ERR109/022/ERR10901222/ERR10901222_1.fastq.gz,s3://era-public/fastq/ERR109/022/ERR10901222/ERR10901222_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901223,s3://era-public/fastq/ERR109/023/ERR10901223/ERR10901223_1.fastq.gz,s3://era-public/fastq/ERR109/023/ERR10901223/ERR10901223_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901229,s3://era-public/fastq/ERR109/029/ERR10901229/ERR10901229_1.fastq.gz,s3://era-public/fastq/ERR109/029/ERR10901229/ERR10901229_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901230,s3://era-public/fastq/ERR109/030/ERR10901230/ERR10901230_1.fastq.gz,s3://era-public/fastq/ERR109/030/ERR10901230/ERR10901230_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901233,s3://era-public/fastq/ERR109/033/ERR10901233/ERR10901233_1.fastq.gz,s3://era-public/fastq/ERR109/033/ERR10901233/ERR10901233_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901241,s3://era-public/fastq/ERR109/041/ERR10901241/ERR10901241_1.fastq.gz,s3://era-public/fastq/ERR109/041/ERR10901241/ERR10901241_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901246,s3://era-public/fastq/ERR109/046/ERR10901246/ERR10901246_1.fastq.gz,s3://era-public/fastq/ERR109/046/ERR10901246/ERR10901246_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901247,s3://era-public/fastq/ERR109/047/ERR10901247/ERR10901247_1.fastq.gz,s3://era-public/fastq/ERR109/047/ERR10901247/ERR10901247_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901248,s3://era-public/fastq/ERR109/048/ERR10901248/ERR10901248_1.fastq.gz,s3://era-public/fastq/ERR109/048/ERR10901248/ERR10901248_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901249,s3://era-public/fastq/ERR109/049/ERR10901249/ERR10901249_1.fastq.gz,s3://era-public/fastq/ERR109/049/ERR10901249/ERR10901249_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901257,s3://era-public/fastq/ERR109/057/ERR10901257/ERR10901257_1.fastq.gz,s3://era-public/fastq/ERR109/057/ERR10901257/ERR10901257_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901260,s3://era-public/fastq/ERR109/060/ERR10901260/ERR10901260_1.fastq.gz,s3://era-public/fastq/ERR109/060/ERR10901260/ERR10901260_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901261,s3://era-public/fastq/ERR109/061/ERR10901261/ERR10901261_1.fastq.gz,s3://era-public/fastq/ERR109/061/ERR10901261/ERR10901261_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901262,s3://era-public/fastq/ERR109/062/ERR10901262/ERR10901262_1.fastq.gz,s3://era-public/fastq/ERR109/062/ERR10901262/ERR10901262_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10901266,s3://era-public/fastq/ERR109/066/ERR10901266/ERR10901266_1.fastq.gz,s3://era-public/fastq/ERR109/066/ERR10901266/ERR10901266_2.fastq.gz,paired,wgs,illumina
