study_accession,reads_accession,fastq_1,fastq_2,library_layout,library_strategy,platform
PRJEB51728,ERR10889056,s3://era-public/fastq/ERR108/056/ERR10889056/ERR10889056_1.fastq.gz,s3://era-public/fastq/ERR108/056/ERR10889056/ERR10889056_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889147,s3://era-public/fastq/ERR108/047/ERR10889147/ERR10889147_1.fastq.gz,s3://era-public/fastq/ERR108/047/ERR10889147/ERR10889147_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889152,s3://era-public/fastq/ERR108/052/ERR10889152/ERR10889152_1.fastq.gz,s3://era-public/fastq/ERR108/052/ERR10889152/ERR10889152_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889180,s3://era-public/fastq/ERR108/080/ERR10889180/ERR10889180_1.fastq.gz,s3://era-public/fastq/ERR108/080/ERR10889180/ERR10889180_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889194,s3://era-public/fastq/ERR108/094/ERR10889194/ERR10889194_1.fastq.gz,s3://era-public/fastq/ERR108/094/ERR10889194/ERR10889194_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889205,s3://era-public/fastq/ERR108/005/ERR10889205/ERR10889205_1.fastq.gz,s3://era-public/fastq/ERR108/005/ERR10889205/ERR10889205_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889208,s3://era-public/fastq/ERR108/008/ERR10889208/ERR10889208_1.fastq.gz,s3://era-public/fastq/ERR108/008/ERR10889208/ERR10889208_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889211,s3://era-public/fastq/ERR108/011/ERR10889211/ERR10889211_1.fastq.gz,s3://era-public/fastq/ERR108/011/ERR10889211/ERR10889211_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889215,s3://era-public/fastq/ERR108/015/ERR10889215/ERR10889215_1.fastq.gz,s3://era-public/fastq/ERR108/015/ERR10889215/ERR10889215_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889219,s3://era-public/fastq/ERR108/019/ERR10889219/ERR10889219_1.fastq.gz,s3://era-public/fastq/ERR108/019/ERR10889219/ERR10889219_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889220,s3://era-public/fastq/ERR108/020/ERR10889220/ERR10889220_1.fastq.gz,s3://era-public/fastq/ERR108/020/ERR10889220/ERR10889220_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889224,s3://era-public/fastq/ERR108/024/ERR10889224/ERR10889224_1.fastq.gz,s3://era-public/fastq/ERR108/024/ERR10889224/ERR10889224_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889232,s3://era-public/fastq/ERR108/032/ERR10889232/ERR10889232_1.fastq.gz,s3://era-public/fastq/ERR108/032/ERR10889232/ERR10889232_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889237,s3://era-public/fastq/ERR108/037/ERR10889237/ERR10889237_1.fastq.gz,s3://era-public/fastq/ERR108/037/ERR10889237/ERR10889237_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889244,s3://era-public/fastq/ERR108/044/ERR10889244/ERR10889244_1.fastq.gz,s3://era-public/fastq/ERR108/044/ERR10889244/ERR10889244_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889246,s3://era-public/fastq/ERR108/046/ERR10889246/ERR10889246_1.fastq.gz,s3://era-public/fastq/ERR108/046/ERR10889246/ERR10889246_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889259,s3://era-public/fastq/ERR108/059/ERR10889259/ERR10889259_1.fastq.gz,s3://era-public/fastq/ERR108/059/ERR10889259/ERR10889259_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889260,s3://era-public/fastq/ERR108/060/ERR10889260/ERR10889260_1.fastq.gz,s3://era-public/fastq/ERR108/060/ERR10889260/ERR10889260_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889265,s3://era-public/fastq/ERR108/065/ERR10889265/ERR10889265_1.fastq.gz,s3://era-public/fastq/ERR108/065/ERR10889265/ERR10889265_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889281,s3://era-public/fastq/ERR108/081/ERR10889281/ERR10889281_1.fastq.gz,s3://era-public/fastq/ERR108/081/ERR10889281/ERR10889281_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889296,s3://era-public/fastq/ERR108/096/ERR10889296/ERR10889296_1.fastq.gz,s3://era-public/fastq/ERR108/096/ERR10889296/ERR10889296_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889297,s3://era-public/fastq/ERR108/097/ERR10889297/ERR10889297_1.fastq.gz,s3://era-public/fastq/ERR108/097/ERR10889297/ERR10889297_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889299,s3://era-public/fastq/ERR108/099/ERR10889299/ERR10889299_1.fastq.gz,s3://era-public/fastq/ERR108/099/ERR10889299/ERR10889299_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889301,s3://era-public/fastq/ERR108/001/ERR10889301/ERR10889301_1.fastq.gz,s3://era-public/fastq/ERR108/001/ERR10889301/ERR10889301_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889302,s3://era-public/fastq/ERR108/002/ERR10889302/ERR10889302_1.fastq.gz,s3://era-public/fastq/ERR108/002/ERR10889302/ERR10889302_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889308,s3://era-public/fastq/ERR108/008/ERR10889308/ERR10889308_1.fastq.gz,s3://era-public/fastq/ERR108/008/ERR10889308/ERR10889308_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889315,s3://era-public/fastq/ERR108/015/ERR10889315/ERR10889315_1.fastq.gz,s3://era-public/fastq/ERR108/015/ERR10889315/ERR10889315_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889322,s3://era-public/fastq/ERR108/022/ERR10889322/ERR10889322_1.fastq.gz,s3://era-public/fastq/ERR108/022/ERR10889322/ERR10889322_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889325,s3://era-public/fastq/ERR108/025/ERR10889325/ERR10889325_1.fastq.gz,s3://era-public/fastq/ERR108/025/ERR10889325/ERR10889325_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889327,s3://era-public/fastq/ERR108/027/ERR10889327/ERR10889327_1.fastq.gz,s3://era-public/fastq/ERR108/027/ERR10889327/ERR10889327_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889330,s3://era-public/fastq/ERR108/030/ERR10889330/ERR10889330_1.fastq.gz,s3://era-public/fastq/ERR108/030/ERR10889330/ERR10889330_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889332,s3://era-public/fastq/ERR108/032/ERR10889332/ERR10889332_1.fastq.gz,s3://era-public/fastq/ERR108/032/ERR10889332/ERR10889332_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889336,s3://era-public/fastq/ERR108/036/ERR10889336/ERR10889336_1.fastq.gz,s3://era-public/fastq/ERR108/036/ERR10889336/ERR10889336_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889337,s3://era-public/fastq/ERR108/037/ERR10889337/ERR10889337_1.fastq.gz,s3://era-public/fastq/ERR108/037/ERR10889337/ERR10889337_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889340,s3://era-public/fastq/ERR108/040/ERR10889340/ERR10889340_1.fastq.gz,s3://era-public/fastq/ERR108/040/ERR10889340/ERR10889340_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889343,s3://era-public/fastq/ERR108/043/ERR10889343/ERR10889343_1.fastq.gz,s3://era-public/fastq/ERR108/043/ERR10889343/ERR10889343_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889344,s3://era-public/fastq/ERR108/044/ERR10889344/ERR10889344_1.fastq.gz,s3://era-public/fastq/ERR108/044/ERR10889344/ERR10889344_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889349,s3://era-public/fastq/ERR108/049/ERR10889349/ERR10889349_1.fastq.gz,s3://era-public/fastq/ERR108/049/ERR10889349/ERR10889349_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889382,s3://era-public/fastq/ERR108/082/ERR10889382/ERR10889382_1.fastq.gz,s3://era-public/fastq/ERR108/082/ERR10889382/ERR10889382_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889389,s3://era-public/fastq/ERR108/089/ERR10889389/ERR10889389_1.fastq.gz,s3://era-public/fastq/ERR108/089/ERR10889389/ERR10889389_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889392,s3://era-public/fastq/ERR108/092/ERR10889392/ERR10889392_1.fastq.gz,s3://era-public/fastq/ERR108/092/ERR10889392/ERR10889392_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889399,s3://era-public/fastq/ERR108/099/ERR10889399/ERR10889399_1.fastq.gz,s3://era-public/fastq/ERR108/099/ERR10889399/ERR10889399_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889415,s3://era-public/fastq/ERR108/015/ERR10889415/ERR10889415_1.fastq.gz,s3://era-public/fastq/ERR108/015/ERR10889415/ERR10889415_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889416,s3://era-public/fastq/ERR108/016/ERR10889416/ERR10889416_1.fastq.gz,s3://era-public/fastq/ERR108/016/ERR10889416/ERR10889416_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889424,s3://era-public/fastq/ERR108/024/ERR10889424/ERR10889424_1.fastq.gz,s3://era-public/fastq/ERR108/024/ERR10889424/ERR10889424_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889432,s3://era-public/fastq/ERR108/032/ERR10889432/ERR10889432_1.fastq.gz,s3://era-public/fastq/ERR108/032/ERR10889432/ERR10889432_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889435,s3://era-public/fastq/ERR108/035/ERR10889435/ERR10889435_1.fastq.gz,s3://era-public/fastq/ERR108/035/ERR10889435/ERR10889435_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889436,s3://era-public/fastq/ERR108/036/ERR10889436/ERR10889436_1.fastq.gz,s3://era-public/fastq/ERR108/036/ERR10889436/ERR10889436_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889450,s3://era-public/fastq/ERR108/050/ERR10889450/ERR10889450_1.fastq.gz,s3://era-public/fastq/ERR108/050/ERR10889450/ERR10889450_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889453,s3://era-public/fastq/ERR108/053/ERR10889453/ERR10889453_1.fastq.gz,s3://era-public/fastq/ERR108/053/ERR10889453/ERR10889453_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889465,s3://era-public/fastq/ERR108/065/ERR10889465/ERR10889465_1.fastq.gz,s3://era-public/fastq/ERR108/065/ERR10889465/ERR10889465_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889474,s3://era-public/fastq/ERR108/074/ERR10889474/ERR10889474_1.fastq.gz,s3://era-public/fastq/ERR108/074/ERR10889474/ERR10889474_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889479,s3://era-public/fastq/ERR108/079/ERR10889479/ERR10889479_1.fastq.gz,s3://era-public/fastq/ERR108/079/ERR10889479/ERR10889479_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889483,s3://era-public/fastq/ERR108/083/ERR10889483/ERR10889483_1.fastq.gz,s3://era-public/fastq/ERR108/083/ERR10889483/ERR10889483_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889495,s3://era-public/fastq/ERR108/095/ERR10889495/ERR10889495_1.fastq.gz,s3://era-public/fastq/ERR108/095/ERR10889495/ERR10889495_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889506,s3://era-public/fastq/ERR108/006/ERR10889506/ERR10889506_1.fastq.gz,s3://era-public/fastq/ERR108/006/ERR10889506/ERR10889506_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889511,s3://era-public/fastq/ERR108/011/ERR10889511/ERR10889511_1.fastq.gz,s3://era-public/fastq/ERR108/011/ERR10889511/ERR10889511_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889521,s3://era-public/fastq/ERR108/021/ERR10889521/ERR10889521_1.fastq.gz,s3://era-public/fastq/ERR108/021/ERR10889521/ERR10889521_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889524,s3://era-public/fastq/ERR108/024/ERR10889524/ERR10889524_1.fastq.gz,s3://era-public/fastq/ERR108/024/ERR10889524/ERR10889524_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889525,s3://era-public/fastq/ERR108/025/ERR10889525/ERR10889525_1.fastq.gz,s3://era-public/fastq/ERR108/025/ERR10889525/ERR10889525_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889526,s3://era-public/fastq/ERR108/026/ERR10889526/ERR10889526_1.fastq.gz,s3://era-public/fastq/ERR108/026/ERR10889526/ERR10889526_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889531,s3://era-public/fastq/ERR108/031/ERR10889531/ERR10889531_1.fastq.gz,s3://era-public/fastq/ERR108/031/ERR10889531/ERR10889531_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889533,s3://era-public/fastq/ERR108/033/ERR10889533/ERR10889533_1.fastq.gz,s3://era-public/fastq/ERR108/033/ERR10889533/ERR10889533_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889546,s3://era-public/fastq/ERR108/046/ERR10889546/ERR10889546_1.fastq.gz,s3://era-public/fastq/ERR108/046/ERR10889546/ERR10889546_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889550,s3://era-public/fastq/ERR108/050/ERR10889550/ERR10889550_1.fastq.gz,s3://era-public/fastq/ERR108/050/ERR10889550/ERR10889550_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889594,s3://era-public/fastq/ERR108/094/ERR10889594/ERR10889594_1.fastq.gz,s3://era-public/fastq/ERR108/094/ERR10889594/ERR10889594_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889608,s3://era-public/fastq/ERR108/008/ERR10889608/ERR10889608_1.fastq.gz,s3://era-public/fastq/ERR108/008/ERR10889608/ERR10889608_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889609,s3://era-public/fastq/ERR108/009/ERR10889609/ERR10889609_1.fastq.gz,s3://era-public/fastq/ERR108/009/ERR10889609/ERR10889609_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889622,s3://era-public/fastq/ERR108/022/ERR10889622/ERR10889622_1.fastq.gz,s3://era-public/fastq/ERR108/022/ERR10889622/ERR10889622_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889623,s3://era-public/fastq/ERR108/023/ERR10889623/ERR10889623_1.fastq.gz,s3://era-public/fastq/ERR108/023/ERR10889623/ERR10889623_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889643,s3://era-public/fastq/ERR108/043/ERR10889643/ERR10889643_1.fastq.gz,s3://era-public/fastq/ERR108/043/ERR10889643/ERR10889643_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889655,s3://era-public/fastq/ERR108/055/ERR10889655/ERR10889655_1.fastq.gz,s3://era-public/fastq/ERR108/055/ERR10889655/ERR10889655_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889667,s3://era-public/fastq/ERR108/067/ERR10889667/ERR10889667_1.fastq.gz,s3://era-public/fastq/ERR108/067/ERR10889667/ERR10889667_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889668,s3://era-public/fastq/ERR108/068/ERR10889668/ERR10889668_1.fastq.gz,s3://era-public/fastq/ERR108/068/ERR10889668/ERR10889668_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889672,s3://era-public/fastq/ERR108/072/ERR10889672/ERR10889672_1.fastq.gz,s3://era-public/fastq/ERR108/072/ERR10889672/ERR10889672_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889675,s3://era-public/fastq/ERR108/075/ERR10889675/ERR10889675_1.fastq.gz,s3://era-public/fastq/ERR108/075/ERR10889675/ERR10889675_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889686,s3://era-public/fastq/ERR108/086/ERR10889686/ERR10889686_1.fastq.gz,s3://era-public/fastq/ERR108/086/ERR10889686/ERR10889686_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889689,s3://era-public/fastq/ERR108/089/ERR10889689/ERR10889689_1.fastq.gz,s3://era-public/fastq/ERR108/089/ERR10889689/ERR10889689_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889693,s3://era-public/fastq/ERR108/093/ERR10889693/ERR10889693_1.fastq.gz,s3://era-public/fastq/ERR108/093/ERR10889693/ERR10889693_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889694,s3://era-public/fastq/ERR108/094/ERR10889694/ERR10889694_1.fastq.gz,s3://era-public/fastq/ERR108/094/ERR10889694/ERR10889694_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889696,s3://era-public/fastq/ERR108/096/ERR10889696/ERR10889696_1.fastq.gz,s3://era-public/fastq/ERR108/096/ERR10889696/ERR10889696_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889706,s3://era-public/fastq/ERR108/006/ERR10889706/ERR10889706_1.fastq.gz,s3://era-public/fastq/ERR108/006/ERR10889706/ERR10889706_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889711,s3://era-public/fastq/ERR108/011/ERR10889711/ERR10889711_1.fastq.gz,s3://era-public/fastq/ERR108/011/ERR10889711/ERR10889711_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889722,s3://era-public/fastq/ERR108/022/ERR10889722/ERR10889722_1.fastq.gz,s3://era-public/fastq/ERR108/022/ERR10889722/ERR10889722_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889725,s3://era-public/fastq/ERR108/025/ERR10889725/ERR10889725_1.fastq.gz,s3://era-public/fastq/ERR108/025/ERR10889725/ERR10889725_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889737,s3://era-public/fastq/ERR108/037/ERR10889737/ERR10889737_1.fastq.gz,s3://era-public/fastq/ERR108/037/ERR10889737/ERR10889737_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889741,s3://era-public/fastq/ERR108/041/ERR10889741/ERR10889741_1.fastq.gz,s3://era-public/fastq/ERR108/041/ERR10889741/ERR10889741_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889743,s3://era-public/fastq/ERR108/043/ERR10889743/ERR10889743_1.fastq.gz,s3://era-public/fastq/ERR108/043/ERR10889743/ERR10889743_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889745,s3://era-public/fastq/ERR108/045/ERR10889745/ERR10889745_1.fastq.gz,s3://era-public/fastq/ERR108/045/ERR10889745/ERR10889745_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889752,s3://era-public/fastq/ERR108/052/ERR10889752/ERR10889752_1.fastq.gz,s3://era-public/fastq/ERR108/052/ERR10889752/ERR10889752_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889755,s3://era-public/fastq/ERR108/055/ERR10889755/ERR10889755_1.fastq.gz,s3://era-public/fastq/ERR108/055/ERR10889755/ERR10889755_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889760,s3://era-public/fastq/ERR108/060/ERR10889760/ERR10889760_1.fastq.gz,s3://era-public/fastq/ERR108/060/ERR10889760/ERR10889760_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889762,s3://era-public/fastq/ERR108/062/ERR10889762/ERR10889762_1.fastq.gz,s3://era-public/fastq/ERR108/062/ERR10889762/ERR10889762_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889763,s3://era-public/fastq/ERR108/063/ERR10889763/ERR10889763_1.fastq.gz,s3://era-public/fastq/ERR108/063/ERR10889763/ERR10889763_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889764,s3://era-public/fastq/ERR108/064/ERR10889764/ERR10889764_1.fastq.gz,s3://era-public/fastq/ERR108/064/ERR10889764/ERR10889764_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889770,s3://era-public/fastq/ERR108/070/ERR10889770/ERR10889770_1.fastq.gz,s3://era-public/fastq/ERR108/070/ERR10889770/ERR10889770_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889774,s3://era-public/fastq/ERR108/074/ERR10889774/ERR10889774_1.fastq.gz,s3://era-public/fastq/ERR108/074/ERR10889774/ERR10889774_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889781,s3://era-public/fastq/ERR108/081/ERR10889781/ERR10889781_1.fastq.gz,s3://era-public/fastq/ERR108/081/ERR10889781/ERR10889781_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889784,s3://era-public/fastq/ERR108/084/ERR10889784/ERR10889784_1.fastq.gz,s3://era-public/fastq/ERR108/084/ERR10889784/ERR10889784_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889789,s3://era-public/fastq/ERR108/089/ERR10889789/ERR10889789_1.fastq.gz,s3://era-public/fastq/ERR108/089/ERR10889789/ERR10889789_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889808,s3://era-public/fastq/ERR108/008/ERR10889808/ERR10889808_1.fastq.gz,s3://era-public/fastq/ERR108/008/ERR10889808/ERR10889808_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889809,s3://era-public/fastq/ERR108/009/ERR10889809/ERR10889809_1.fastq.gz,s3://era-public/fastq/ERR108/009/ERR10889809/ERR10889809_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889856,s3://era-public/fastq/ERR108/056/ERR10889856/ERR10889856_1.fastq.gz,s3://era-public/fastq/ERR108/056/ERR10889856/ERR10889856_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889862,s3://era-public/fastq/ERR108/062/ERR10889862/ERR10889862_1.fastq.gz,s3://era-public/fastq/ERR108/062/ERR10889862/ERR10889862_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889868,s3://era-public/fastq/ERR108/068/ERR10889868/ERR10889868_1.fastq.gz,s3://era-public/fastq/ERR108/068/ERR10889868/ERR10889868_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889871,s3://era-public/fastq/ERR108/071/ERR10889871/ERR10889871_1.fastq.gz,s3://era-public/fastq/ERR108/071/ERR10889871/ERR10889871_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889872,s3://era-public/fastq/ERR108/072/ERR10889872/ERR10889872_1.fastq.gz,s3://era-public/fastq/ERR108/072/ERR10889872/ERR10889872_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889878,s3://era-public/fastq/ERR108/078/ERR10889878/ERR10889878_1.fastq.gz,s3://era-public/fastq/ERR108/078/ERR10889878/ERR10889878_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889887,s3://era-public/fastq/ERR108/087/ERR10889887/ERR10889887_1.fastq.gz,s3://era-public/fastq/ERR108/087/ERR10889887/ERR10889887_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889889,s3://era-public/fastq/ERR108/089/ERR10889889/ERR10889889_1.fastq.gz,s3://era-public/fastq/ERR108/089/ERR10889889/ERR10889889_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889890,s3://era-public/fastq/ERR108/090/ERR10889890/ERR10889890_1.fastq.gz,s3://era-public/fastq/ERR108/090/ERR10889890/ERR10889890_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890007,s3://era-public/fastq/ERR108/007/ERR10890007/ERR10890007_1.fastq.gz,s3://era-public/fastq/ERR108/007/ERR10890007/ERR10890007_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890008,s3://era-public/fastq/ERR108/008/ERR10890008/ERR10890008_1.fastq.gz,s3://era-public/fastq/ERR108/008/ERR10890008/ERR10890008_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890027,s3://era-public/fastq/ERR108/027/ERR10890027/ERR10890027_1.fastq.gz,s3://era-public/fastq/ERR108/027/ERR10890027/ERR10890027_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890029,s3://era-public/fastq/ERR108/029/ERR10890029/ERR10890029_1.fastq.gz,s3://era-public/fastq/ERR108/029/ERR10890029/ERR10890029_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890038,s3://era-public/fastq/ERR108/038/ERR10890038/ERR10890038_1.fastq.gz,s3://era-public/fastq/ERR108/038/ERR10890038/ERR10890038_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890042,s3://era-public/fastq/ERR108/042/ERR10890042/ERR10890042_1.fastq.gz,s3://era-public/fastq/ERR108/042/ERR10890042/ERR10890042_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890056,s3://era-public/fastq/ERR108/056/ERR10890056/ERR10890056_1.fastq.gz,s3://era-public/fastq/ERR108/056/ERR10890056/ERR10890056_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890058,s3://era-public/fastq/ERR108/058/ERR10890058/ERR10890058_1.fastq.gz,s3://era-public/fastq/ERR108/058/ERR10890058/ERR10890058_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890059,s3://era-public/fastq/ERR108/059/ERR10890059/ERR10890059_1.fastq.gz,s3://era-public/fastq/ERR108/059/ERR10890059/ERR10890059_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890072,s3://era-public/fastq/ERR108/072/ERR10890072/ERR10890072_1.fastq.gz,s3://era-public/fastq/ERR108/072/ERR10890072/ERR10890072_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890090,s3://era-public/fastq/ERR108/090/ERR10890090/ERR10890090_1.fastq.gz,s3://era-public/fastq/ERR108/090/ERR10890090/ERR10890090_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890093,s3://era-public/fastq/ERR108/093/ERR10890093/ERR10890093_1.fastq.gz,s3://era-public/fastq/ERR108/093/ERR10890093/ERR10890093_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890096,s3://era-public/fastq/ERR108/096/ERR10890096/ERR10890096_1.fastq.gz,s3://era-public/fastq/ERR108/096/ERR10890096/ERR10890096_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890107,s3://era-public/fastq/ERR108/007/ERR10890107/ERR10890107_1.fastq.gz,s3://era-public/fastq/ERR108/007/ERR10890107/ERR10890107_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890110,s3://era-public/fastq/ERR108/010/ERR10890110/ERR10890110_1.fastq.gz,s3://era-public/fastq/ERR108/010/ERR10890110/ERR10890110_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890134,s3://era-public/fastq/ERR108/034/ERR10890134/ERR10890134_1.fastq.gz,s3://era-public/fastq/ERR108/034/ERR10890134/ERR10890134_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890136,s3://era-public/fastq/ERR108/036/ERR10890136/ERR10890136_1.fastq.gz,s3://era-public/fastq/ERR108/036/ERR10890136/ERR10890136_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10890141,s3://era-public/fastq/ERR108/041/ERR10890141/ERR10890141_1.fastq.gz,s3://era-public/fastq/ERR108/041/ERR10890141/ERR10890141_2.fastq.gz,paired,wgs,illumina
