study_accession,reads_accession,fastq_1,fastq_2,library_layout,library_strategy,platform
PRJEB51728,ERR10889188,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10889188/ERR10889188_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10889188/ERR10889188_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889197,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10889197/ERR10889197_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10889197/ERR10889197_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889214,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10889214/ERR10889214_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10889214/ERR10889214_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889221,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/021/ERR10889221/ERR10889221_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/021/ERR10889221/ERR10889221_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889240,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10889240/ERR10889240_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10889240/ERR10889240_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889243,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10889243/ERR10889243_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10889243/ERR10889243_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889252,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889252/ERR10889252_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889252/ERR10889252_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889253,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10889253/ERR10889253_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10889253/ERR10889253_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889257,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/057/ERR10889257/ERR10889257_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/057/ERR10889257/ERR10889257_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889262,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/062/ERR10889262/ERR10889262_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/062/ERR10889262/ERR10889262_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889288,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10889288/ERR10889288_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10889288/ERR10889288_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889304,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR10889304/ERR10889304_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR10889304/ERR10889304_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889306,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10889306/ERR10889306_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10889306/ERR10889306_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889314,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10889314/ERR10889314_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10889314/ERR10889314_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889318,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10889318/ERR10889318_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10889318/ERR10889318_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889319,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10889319/ERR10889319_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10889319/ERR10889319_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889329,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10889329/ERR10889329_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10889329/ERR10889329_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889335,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10889335/ERR10889335_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10889335/ERR10889335_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889341,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/041/ERR10889341/ERR10889341_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/041/ERR10889341/ERR10889341_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889347,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10889347/ERR10889347_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10889347/ERR10889347_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889348,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10889348/ERR10889348_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10889348/ERR10889348_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889352,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889352/ERR10889352_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889352/ERR10889352_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889355,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10889355/ERR10889355_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10889355/ERR10889355_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889360,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10889360/ERR10889360_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10889360/ERR10889360_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889365,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/065/ERR10889365/ERR10889365_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/065/ERR10889365/ERR10889365_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889367,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10889367/ERR10889367_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10889367/ERR10889367_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889371,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/071/ERR10889371/ERR10889371_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/071/ERR10889371/ERR10889371_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889381,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/081/ERR10889381/ERR10889381_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/081/ERR10889381/ERR10889381_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889402,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10889402/ERR10889402_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10889402/ERR10889402_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889403,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR10889403/ERR10889403_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR10889403/ERR10889403_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889405,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10889405/ERR10889405_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10889405/ERR10889405_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889407,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/007/ERR10889407/ERR10889407_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/007/ERR10889407/ERR10889407_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889411,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10889411/ERR10889411_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10889411/ERR10889411_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889412,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10889412/ERR10889412_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10889412/ERR10889412_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889420,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10889420/ERR10889420_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10889420/ERR10889420_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889421,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/021/ERR10889421/ERR10889421_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/021/ERR10889421/ERR10889421_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889431,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/031/ERR10889431/ERR10889431_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/031/ERR10889431/ERR10889431_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889433,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10889433/ERR10889433_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10889433/ERR10889433_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889438,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/038/ERR10889438/ERR10889438_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/038/ERR10889438/ERR10889438_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889442,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/042/ERR10889442/ERR10889442_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/042/ERR10889442/ERR10889442_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889443,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10889443/ERR10889443_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10889443/ERR10889443_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889446,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10889446/ERR10889446_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10889446/ERR10889446_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889447,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10889447/ERR10889447_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/047/ERR10889447/ERR10889447_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889456,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10889456/ERR10889456_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10889456/ERR10889456_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889458,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10889458/ERR10889458_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10889458/ERR10889458_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889460,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10889460/ERR10889460_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10889460/ERR10889460_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889463,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/063/ERR10889463/ERR10889463_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/063/ERR10889463/ERR10889463_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889466,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/066/ERR10889466/ERR10889466_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/066/ERR10889466/ERR10889466_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889493,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10889493/ERR10889493_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10889493/ERR10889493_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889501,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR10889501/ERR10889501_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR10889501/ERR10889501_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889513,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/013/ERR10889513/ERR10889513_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/013/ERR10889513/ERR10889513_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889515,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889515/ERR10889515_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10889515/ERR10889515_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889519,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10889519/ERR10889519_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/019/ERR10889519/ERR10889519_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889522,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/022/ERR10889522/ERR10889522_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/022/ERR10889522/ERR10889522_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889528,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10889528/ERR10889528_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10889528/ERR10889528_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889529,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10889529/ERR10889529_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10889529/ERR10889529_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889532,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889532/ERR10889532_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889532/ERR10889532_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889537,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10889537/ERR10889537_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10889537/ERR10889537_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889538,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/038/ERR10889538/ERR10889538_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/038/ERR10889538/ERR10889538_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889555,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10889555/ERR10889555_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10889555/ERR10889555_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889556,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10889556/ERR10889556_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10889556/ERR10889556_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889566,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/066/ERR10889566/ERR10889566_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/066/ERR10889566/ERR10889566_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889570,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/070/ERR10889570/ERR10889570_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/070/ERR10889570/ERR10889570_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889591,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/091/ERR10889591/ERR10889591_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/091/ERR10889591/ERR10889591_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889596,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10889596/ERR10889596_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10889596/ERR10889596_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889606,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10889606/ERR10889606_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR10889606/ERR10889606_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889610,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/010/ERR10889610/ERR10889610_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/010/ERR10889610/ERR10889610_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889628,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10889628/ERR10889628_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10889628/ERR10889628_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889629,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10889629/ERR10889629_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10889629/ERR10889629_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889632,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889632/ERR10889632_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10889632/ERR10889632_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889633,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10889633/ERR10889633_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10889633/ERR10889633_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889638,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/038/ERR10889638/ERR10889638_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/038/ERR10889638/ERR10889638_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889645,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10889645/ERR10889645_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10889645/ERR10889645_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889652,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889652/ERR10889652_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10889652/ERR10889652_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889661,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/061/ERR10889661/ERR10889661_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/061/ERR10889661/ERR10889661_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889671,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/071/ERR10889671/ERR10889671_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/071/ERR10889671/ERR10889671_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889676,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/076/ERR10889676/ERR10889676_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/076/ERR10889676/ERR10889676_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889679,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10889679/ERR10889679_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10889679/ERR10889679_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889680,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/080/ERR10889680/ERR10889680_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/080/ERR10889680/ERR10889680_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889682,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10889682/ERR10889682_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10889682/ERR10889682_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889688,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10889688/ERR10889688_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10889688/ERR10889688_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889700,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10889700/ERR10889700_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10889700/ERR10889700_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889701,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR10889701/ERR10889701_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR10889701/ERR10889701_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889708,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10889708/ERR10889708_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10889708/ERR10889708_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889718,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10889718/ERR10889718_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10889718/ERR10889718_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889729,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10889729/ERR10889729_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10889729/ERR10889729_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889731,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/031/ERR10889731/ERR10889731_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/031/ERR10889731/ERR10889731_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889733,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10889733/ERR10889733_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10889733/ERR10889733_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889740,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10889740/ERR10889740_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10889740/ERR10889740_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889753,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10889753/ERR10889753_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10889753/ERR10889753_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889758,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10889758/ERR10889758_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10889758/ERR10889758_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889768,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/068/ERR10889768/ERR10889768_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/068/ERR10889768/ERR10889768_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889771,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/071/ERR10889771/ERR10889771_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/071/ERR10889771/ERR10889771_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889773,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10889773/ERR10889773_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10889773/ERR10889773_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889779,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10889779/ERR10889779_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10889779/ERR10889779_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10889785,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/085/ERR10889785/ERR10889785_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/085/ERR10889785/ERR10889785_2.fastq.gz,paired,wgs,illumina
