study_accession,reads_accession,fastq_1,fastq_2,library_layout,library_strategy,platform
PRJEB51728,ERR10892210,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/010/ERR10892210/ERR10892210_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/010/ERR10892210/ERR10892210_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892212,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10892212/ERR10892212_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10892212/ERR10892212_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892217,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/017/ERR10892217/ERR10892217_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/017/ERR10892217/ERR10892217_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892223,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/023/ERR10892223/ERR10892223_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/023/ERR10892223/ERR10892223_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892225,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10892225/ERR10892225_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10892225/ERR10892225_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892226,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/026/ERR10892226/ERR10892226_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/026/ERR10892226/ERR10892226_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892236,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10892236/ERR10892236_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10892236/ERR10892236_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892429,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10892429/ERR10892429_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10892429/ERR10892429_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892645,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10892645/ERR10892645_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10892645/ERR10892645_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892646,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10892646/ERR10892646_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/046/ERR10892646/ERR10892646_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892736,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10892736/ERR10892736_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/036/ERR10892736/ERR10892736_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892748,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10892748/ERR10892748_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10892748/ERR10892748_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892750,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10892750/ERR10892750_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10892750/ERR10892750_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892755,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10892755/ERR10892755_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10892755/ERR10892755_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892761,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/061/ERR10892761/ERR10892761_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/061/ERR10892761/ERR10892761_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10892763,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/063/ERR10892763/ERR10892763_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/063/ERR10892763/ERR10892763_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10894104,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR10894104/ERR10894104_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR10894104/ERR10894104_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10894108,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10894108/ERR10894108_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10894108/ERR10894108_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10894118,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10894118/ERR10894118_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/018/ERR10894118/ERR10894118_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10894125,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10894125/ERR10894125_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/025/ERR10894125/ERR10894125_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10894133,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10894133/ERR10894133_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10894133/ERR10894133_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10894144,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10894144/ERR10894144_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10894144/ERR10894144_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10894150,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10894150/ERR10894150_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10894150/ERR10894150_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10895969,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/069/ERR10895969/ERR10895969_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/069/ERR10895969/ERR10895969_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10895975,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/075/ERR10895975/ERR10895975_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/075/ERR10895975/ERR10895975_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10895985,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/085/ERR10895985/ERR10895985_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/085/ERR10895985/ERR10895985_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10895993,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10895993/ERR10895993_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10895993/ERR10895993_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896003,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR10896003/ERR10896003_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR10896003/ERR10896003_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896005,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896005/ERR10896005_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896005/ERR10896005_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896040,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10896040/ERR10896040_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/040/ERR10896040/ERR10896040_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896041,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/041/ERR10896041/ERR10896041_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/041/ERR10896041/ERR10896041_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896044,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10896044/ERR10896044_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/044/ERR10896044/ERR10896044_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896045,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10896045/ERR10896045_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10896045/ERR10896045_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896050,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10896050/ERR10896050_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/050/ERR10896050/ERR10896050_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896072,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/072/ERR10896072/ERR10896072_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/072/ERR10896072/ERR10896072_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896078,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/078/ERR10896078/ERR10896078_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/078/ERR10896078/ERR10896078_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896087,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/087/ERR10896087/ERR10896087_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/087/ERR10896087/ERR10896087_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896096,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10896096/ERR10896096_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10896096/ERR10896096_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896097,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10896097/ERR10896097_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10896097/ERR10896097_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896100,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10896100/ERR10896100_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10896100/ERR10896100_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896126,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/026/ERR10896126/ERR10896126_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/026/ERR10896126/ERR10896126_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896148,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10896148/ERR10896148_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/048/ERR10896148/ERR10896148_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896166,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/066/ERR10896166/ERR10896166_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/066/ERR10896166/ERR10896166_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896171,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/071/ERR10896171/ERR10896171_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/071/ERR10896171/ERR10896171_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896175,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/075/ERR10896175/ERR10896175_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/075/ERR10896175/ERR10896175_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896176,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/076/ERR10896176/ERR10896176_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/076/ERR10896176/ERR10896176_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896188,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10896188/ERR10896188_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/088/ERR10896188/ERR10896188_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896197,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10896197/ERR10896197_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10896197/ERR10896197_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896212,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10896212/ERR10896212_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10896212/ERR10896212_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896214,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10896214/ERR10896214_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10896214/ERR10896214_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896229,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10896229/ERR10896229_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10896229/ERR10896229_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896232,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10896232/ERR10896232_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10896232/ERR10896232_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896237,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10896237/ERR10896237_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10896237/ERR10896237_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896253,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10896253/ERR10896253_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10896253/ERR10896253_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896386,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10896386/ERR10896386_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10896386/ERR10896386_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896400,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10896400/ERR10896400_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10896400/ERR10896400_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896420,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10896420/ERR10896420_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10896420/ERR10896420_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896423,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/023/ERR10896423/ERR10896423_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/023/ERR10896423/ERR10896423_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896428,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10896428/ERR10896428_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10896428/ERR10896428_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896433,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10896433/ERR10896433_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10896433/ERR10896433_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896435,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10896435/ERR10896435_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10896435/ERR10896435_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896442,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/042/ERR10896442/ERR10896442_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/042/ERR10896442/ERR10896442_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896451,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/051/ERR10896451/ERR10896451_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/051/ERR10896451/ERR10896451_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896452,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10896452/ERR10896452_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10896452/ERR10896452_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896455,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10896455/ERR10896455_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10896455/ERR10896455_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896458,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10896458/ERR10896458_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10896458/ERR10896458_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896467,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10896467/ERR10896467_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10896467/ERR10896467_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896474,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10896474/ERR10896474_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10896474/ERR10896474_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896482,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10896482/ERR10896482_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10896482/ERR10896482_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896483,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10896483/ERR10896483_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10896483/ERR10896483_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896486,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10896486/ERR10896486_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10896486/ERR10896486_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896493,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10896493/ERR10896493_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10896493/ERR10896493_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896505,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896505/ERR10896505_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896505/ERR10896505_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896515,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10896515/ERR10896515_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10896515/ERR10896515_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896596,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10896596/ERR10896596_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10896596/ERR10896596_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896598,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/098/ERR10896598/ERR10896598_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/098/ERR10896598/ERR10896598_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896611,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10896611/ERR10896611_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10896611/ERR10896611_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896614,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10896614/ERR10896614_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10896614/ERR10896614_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896616,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10896616/ERR10896616_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10896616/ERR10896616_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896627,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10896627/ERR10896627_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10896627/ERR10896627_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896629,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10896629/ERR10896629_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10896629/ERR10896629_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896655,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10896655/ERR10896655_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10896655/ERR10896655_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896679,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10896679/ERR10896679_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10896679/ERR10896679_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896684,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/084/ERR10896684/ERR10896684_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/084/ERR10896684/ERR10896684_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896702,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10896702/ERR10896702_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10896702/ERR10896702_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896724,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10896724/ERR10896724_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10896724/ERR10896724_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896743,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10896743/ERR10896743_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10896743/ERR10896743_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896745,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10896745/ERR10896745_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10896745/ERR10896745_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896756,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10896756/ERR10896756_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10896756/ERR10896756_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896760,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10896760/ERR10896760_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10896760/ERR10896760_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896772,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/072/ERR10896772/ERR10896772_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/072/ERR10896772/ERR10896772_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896773,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10896773/ERR10896773_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10896773/ERR10896773_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896805,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896805/ERR10896805_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896805/ERR10896805_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896808,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10896808/ERR10896808_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10896808/ERR10896808_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896812,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10896812/ERR10896812_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10896812/ERR10896812_2.fastq.gz,paired,wgs,illumina
PRJEB51728,ERR10896816,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10896816/ERR10896816_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10896816/ERR10896816_2.fastq.gz,paired,wgs,illumina
