sample,accession,fastq_1,fastq_2
ERR10901261,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/061/ERR10901261/ERR10901261_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/061/ERR10901261/ERR10901261_2.fastq.gz
ERR10896197,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10896197/ERR10896197_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/097/ERR10896197/ERR10896197_2.fastq.gz
ERR10896212,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10896212/ERR10896212_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10896212/ERR10896212_2.fastq.gz
ERR10896214,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10896214/ERR10896214_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10896214/ERR10896214_2.fastq.gz
ERR10901262,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10901262/ERR10901262_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10901262/ERR10901262_2.fastq.gz
ERR10901266,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/066/ERR10901266/ERR10901266_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/066/ERR10901266/ERR10901266_2.fastq.gz
ERR10896229,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10896229/ERR10896229_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10896229/ERR10896229_2.fastq.gz
ERR10896232,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10896232/ERR10896232_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/032/ERR10896232/ERR10896232_2.fastq.gz
ERR10896237,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10896237/ERR10896237_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/037/ERR10896237/ERR10896237_2.fastq.gz
ERR10901268,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/068/ERR10901268/ERR10901268_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/068/ERR10901268/ERR10901268_2.fastq.gz
ERR10896253,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10896253/ERR10896253_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10896253/ERR10896253_2.fastq.gz
ERR10901271,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10901271/ERR10901271_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10901271/ERR10901271_2.fastq.gz
ERR10896386,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10896386/ERR10896386_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10896386/ERR10896386_2.fastq.gz
ERR10896400,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10896400/ERR10896400_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR10896400/ERR10896400_2.fastq.gz
ERR10901272,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/072/ERR10901272/ERR10901272_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/072/ERR10901272/ERR10901272_2.fastq.gz
ERR10901287,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/087/ERR10901287/ERR10901287_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/087/ERR10901287/ERR10901287_2.fastq.gz
ERR10901293,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/093/ERR10901293/ERR10901293_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/093/ERR10901293/ERR10901293_2.fastq.gz
ERR10896420,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10896420/ERR10896420_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/020/ERR10896420/ERR10896420_2.fastq.gz
ERR10901294,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10901294/ERR10901294_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10901294/ERR10901294_2.fastq.gz
ERR10901296,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/096/ERR10901296/ERR10901296_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/096/ERR10901296/ERR10901296_2.fastq.gz
ERR10896423,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/023/ERR10896423/ERR10896423_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/023/ERR10896423/ERR10896423_2.fastq.gz
ERR10901299,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/099/ERR10901299/ERR10901299_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/099/ERR10901299/ERR10901299_2.fastq.gz
ERR10896428,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10896428/ERR10896428_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/028/ERR10896428/ERR10896428_2.fastq.gz
ERR10901300,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/000/ERR10901300/ERR10901300_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/000/ERR10901300/ERR10901300_2.fastq.gz
ERR10896433,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10896433/ERR10896433_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10896433/ERR10896433_2.fastq.gz
ERR10901304,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/004/ERR10901304/ERR10901304_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/004/ERR10901304/ERR10901304_2.fastq.gz
ERR10901305,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/005/ERR10901305/ERR10901305_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/005/ERR10901305/ERR10901305_2.fastq.gz
ERR10901306,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10901306/ERR10901306_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10901306/ERR10901306_2.fastq.gz
ERR10901307,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10901307/ERR10901307_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10901307/ERR10901307_2.fastq.gz
ERR10896435,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10896435/ERR10896435_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/035/ERR10896435/ERR10896435_2.fastq.gz
ERR10901314,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/014/ERR10901314/ERR10901314_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/014/ERR10901314/ERR10901314_2.fastq.gz
ERR10896442,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/042/ERR10896442/ERR10896442_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/042/ERR10896442/ERR10896442_2.fastq.gz
ERR10901315,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10901315/ERR10901315_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10901315/ERR10901315_2.fastq.gz
ERR10896451,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/051/ERR10896451/ERR10896451_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/051/ERR10896451/ERR10896451_2.fastq.gz
ERR10896452,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10896452/ERR10896452_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/052/ERR10896452/ERR10896452_2.fastq.gz
ERR10896455,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10896455/ERR10896455_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10896455/ERR10896455_2.fastq.gz
ERR10896458,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10896458/ERR10896458_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/058/ERR10896458/ERR10896458_2.fastq.gz
ERR10901316,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/016/ERR10901316/ERR10901316_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/016/ERR10901316/ERR10901316_2.fastq.gz
ERR10896467,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10896467/ERR10896467_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/067/ERR10896467/ERR10896467_2.fastq.gz
ERR10901319,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10901319/ERR10901319_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10901319/ERR10901319_2.fastq.gz
ERR10896474,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10896474/ERR10896474_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/074/ERR10896474/ERR10896474_2.fastq.gz
ERR10901321,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10901321/ERR10901321_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10901321/ERR10901321_2.fastq.gz
ERR10901324,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10901324/ERR10901324_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10901324/ERR10901324_2.fastq.gz
ERR10896482,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10896482/ERR10896482_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/082/ERR10896482/ERR10896482_2.fastq.gz
ERR10901326,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/026/ERR10901326/ERR10901326_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/026/ERR10901326/ERR10901326_2.fastq.gz
ERR10896483,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10896483/ERR10896483_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/083/ERR10896483/ERR10896483_2.fastq.gz
ERR10901327,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/027/ERR10901327/ERR10901327_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/027/ERR10901327/ERR10901327_2.fastq.gz
ERR10896486,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10896486/ERR10896486_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/086/ERR10896486/ERR10896486_2.fastq.gz
ERR10896493,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10896493/ERR10896493_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/093/ERR10896493/ERR10896493_2.fastq.gz
ERR10901329,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10901329/ERR10901329_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10901329/ERR10901329_2.fastq.gz
ERR10896505,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896505/ERR10896505_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896505/ERR10896505_2.fastq.gz
ERR10901330,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10901330/ERR10901330_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10901330/ERR10901330_2.fastq.gz
ERR10896515,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10896515/ERR10896515_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/015/ERR10896515/ERR10896515_2.fastq.gz
ERR10901331,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/031/ERR10901331/ERR10901331_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/031/ERR10901331/ERR10901331_2.fastq.gz
ERR10901332,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10901332/ERR10901332_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10901332/ERR10901332_2.fastq.gz
ERR10896596,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10896596/ERR10896596_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/096/ERR10896596/ERR10896596_2.fastq.gz
ERR10901334,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10901334/ERR10901334_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10901334/ERR10901334_2.fastq.gz
ERR10896598,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/098/ERR10896598/ERR10896598_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/098/ERR10896598/ERR10896598_2.fastq.gz
ERR10901335,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/035/ERR10901335/ERR10901335_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/035/ERR10901335/ERR10901335_2.fastq.gz
ERR10896611,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10896611/ERR10896611_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/011/ERR10896611/ERR10896611_2.fastq.gz
ERR10901336,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/036/ERR10901336/ERR10901336_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/036/ERR10901336/ERR10901336_2.fastq.gz
ERR10896614,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10896614/ERR10896614_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/014/ERR10896614/ERR10896614_2.fastq.gz
ERR10901339,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10901339/ERR10901339_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10901339/ERR10901339_2.fastq.gz
ERR10896616,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10896616/ERR10896616_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10896616/ERR10896616_2.fastq.gz
ERR10901342,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/042/ERR10901342/ERR10901342_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/042/ERR10901342/ERR10901342_2.fastq.gz
ERR10896627,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10896627/ERR10896627_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/027/ERR10896627/ERR10896627_2.fastq.gz
ERR10901344,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/044/ERR10901344/ERR10901344_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/044/ERR10901344/ERR10901344_2.fastq.gz
ERR10896629,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10896629/ERR10896629_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/029/ERR10896629/ERR10896629_2.fastq.gz
ERR10901345,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/045/ERR10901345/ERR10901345_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/045/ERR10901345/ERR10901345_2.fastq.gz
ERR10896655,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10896655/ERR10896655_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/055/ERR10896655/ERR10896655_2.fastq.gz
ERR10901347,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/047/ERR10901347/ERR10901347_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/047/ERR10901347/ERR10901347_2.fastq.gz
ERR10896679,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10896679/ERR10896679_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10896679/ERR10896679_2.fastq.gz
ERR10896684,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/084/ERR10896684/ERR10896684_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/084/ERR10896684/ERR10896684_2.fastq.gz
ERR10901349,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/049/ERR10901349/ERR10901349_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/049/ERR10901349/ERR10901349_2.fastq.gz
ERR10901352,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10901352/ERR10901352_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10901352/ERR10901352_2.fastq.gz
ERR10896702,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10896702/ERR10896702_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR10896702/ERR10896702_2.fastq.gz
ERR10896724,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10896724/ERR10896724_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/024/ERR10896724/ERR10896724_2.fastq.gz
ERR10901355,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10901355/ERR10901355_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10901355/ERR10901355_2.fastq.gz
ERR10896743,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10896743/ERR10896743_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/043/ERR10896743/ERR10896743_2.fastq.gz
ERR10901358,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/058/ERR10901358/ERR10901358_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/058/ERR10901358/ERR10901358_2.fastq.gz
ERR10896745,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10896745/ERR10896745_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/045/ERR10896745/ERR10896745_2.fastq.gz
ERR10901362,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10901362/ERR10901362_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10901362/ERR10901362_2.fastq.gz
ERR10896756,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10896756/ERR10896756_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/056/ERR10896756/ERR10896756_2.fastq.gz
ERR10901368,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/068/ERR10901368/ERR10901368_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/068/ERR10901368/ERR10901368_2.fastq.gz
ERR10901373,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10901373/ERR10901373_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10901373/ERR10901373_2.fastq.gz
ERR10896760,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10896760/ERR10896760_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10896760/ERR10896760_2.fastq.gz
ERR10901376,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/076/ERR10901376/ERR10901376_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/076/ERR10901376/ERR10901376_2.fastq.gz
ERR10896772,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/072/ERR10896772/ERR10896772_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/072/ERR10896772/ERR10896772_2.fastq.gz
ERR10901384,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/084/ERR10901384/ERR10901384_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/084/ERR10901384/ERR10901384_2.fastq.gz
ERR10896773,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10896773/ERR10896773_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/073/ERR10896773/ERR10896773_2.fastq.gz
ERR10901386,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/086/ERR10901386/ERR10901386_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/086/ERR10901386/ERR10901386_2.fastq.gz
ERR10901388,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/088/ERR10901388/ERR10901388_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/088/ERR10901388/ERR10901388_2.fastq.gz
ERR10896805,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896805/ERR10896805_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR10896805/ERR10896805_2.fastq.gz
ERR10901389,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/089/ERR10901389/ERR10901389_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/089/ERR10901389/ERR10901389_2.fastq.gz
ERR10896808,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10896808/ERR10896808_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR10896808/ERR10896808_2.fastq.gz
ERR10901392,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/092/ERR10901392/ERR10901392_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/092/ERR10901392/ERR10901392_2.fastq.gz
ERR10896812,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10896812/ERR10896812_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/012/ERR10896812/ERR10896812_2.fastq.gz
ERR10901394,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10901394/ERR10901394_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10901394/ERR10901394_2.fastq.gz
ERR10896816,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10896816/ERR10896816_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/016/ERR10896816/ERR10896816_2.fastq.gz
ERR10896833,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10896833/ERR10896833_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/033/ERR10896833/ERR10896833_2.fastq.gz
ERR10901403,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/003/ERR10901403/ERR10901403_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/003/ERR10901403/ERR10901403_2.fastq.gz
ERR10896860,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10896860/ERR10896860_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/060/ERR10896860/ERR10896860_2.fastq.gz
ERR10896953,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10896953/ERR10896953_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/053/ERR10896953/ERR10896953_2.fastq.gz
ERR10896985,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/085/ERR10896985/ERR10896985_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/085/ERR10896985/ERR10896985_2.fastq.gz
ERR10897379,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10897379/ERR10897379_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/079/ERR10897379/ERR10897379_2.fastq.gz
