sample,accession,fastq_1,fastq_2
ERR10900958,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/058/ERR10900958/ERR10900958_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/058/ERR10900958/ERR10900958_2.fastq.gz
ERR10900959,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10900959/ERR10900959_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10900959/ERR10900959_2.fastq.gz
ERR10900964,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/064/ERR10900964/ERR10900964_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/064/ERR10900964/ERR10900964_2.fastq.gz
ERR10900965,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10900965/ERR10900965_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10900965/ERR10900965_2.fastq.gz
ERR10900967,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/067/ERR10900967/ERR10900967_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/067/ERR10900967/ERR10900967_2.fastq.gz
ERR10900970,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/070/ERR10900970/ERR10900970_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/070/ERR10900970/ERR10900970_2.fastq.gz
ERR10900971,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10900971/ERR10900971_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10900971/ERR10900971_2.fastq.gz
ERR10900973,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10900973/ERR10900973_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10900973/ERR10900973_2.fastq.gz
ERR10900975,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10900975/ERR10900975_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10900975/ERR10900975_2.fastq.gz
ERR10900977,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/077/ERR10900977/ERR10900977_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/077/ERR10900977/ERR10900977_2.fastq.gz
ERR10900979,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/079/ERR10900979/ERR10900979_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/079/ERR10900979/ERR10900979_2.fastq.gz
ERR10900980,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/080/ERR10900980/ERR10900980_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/080/ERR10900980/ERR10900980_2.fastq.gz
ERR10900984,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/084/ERR10900984/ERR10900984_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/084/ERR10900984/ERR10900984_2.fastq.gz
ERR10900991,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/091/ERR10900991/ERR10900991_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/091/ERR10900991/ERR10900991_2.fastq.gz
ERR10900993,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/093/ERR10900993/ERR10900993_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/093/ERR10900993/ERR10900993_2.fastq.gz
ERR10900994,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10900994/ERR10900994_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10900994/ERR10900994_2.fastq.gz
ERR10901002,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/002/ERR10901002/ERR10901002_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/002/ERR10901002/ERR10901002_2.fastq.gz
ERR10901006,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10901006/ERR10901006_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10901006/ERR10901006_2.fastq.gz
ERR10901010,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10901010/ERR10901010_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10901010/ERR10901010_2.fastq.gz
ERR10901014,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/014/ERR10901014/ERR10901014_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/014/ERR10901014/ERR10901014_2.fastq.gz
ERR10901015,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10901015/ERR10901015_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10901015/ERR10901015_2.fastq.gz
ERR10901016,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/016/ERR10901016/ERR10901016_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/016/ERR10901016/ERR10901016_2.fastq.gz
ERR10901021,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10901021/ERR10901021_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10901021/ERR10901021_2.fastq.gz
ERR10901024,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10901024/ERR10901024_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10901024/ERR10901024_2.fastq.gz
ERR10901032,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10901032/ERR10901032_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10901032/ERR10901032_2.fastq.gz
ERR10901033,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/033/ERR10901033/ERR10901033_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/033/ERR10901033/ERR10901033_2.fastq.gz
ERR10901034,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10901034/ERR10901034_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10901034/ERR10901034_2.fastq.gz
ERR10901038,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/038/ERR10901038/ERR10901038_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/038/ERR10901038/ERR10901038_2.fastq.gz
ERR10901039,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10901039/ERR10901039_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10901039/ERR10901039_2.fastq.gz
ERR10901040,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/040/ERR10901040/ERR10901040_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/040/ERR10901040/ERR10901040_2.fastq.gz
ERR10901042,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/042/ERR10901042/ERR10901042_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/042/ERR10901042/ERR10901042_2.fastq.gz
ERR10901043,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/043/ERR10901043/ERR10901043_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/043/ERR10901043/ERR10901043_2.fastq.gz
ERR10901045,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/045/ERR10901045/ERR10901045_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/045/ERR10901045/ERR10901045_2.fastq.gz
ERR10901049,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/049/ERR10901049/ERR10901049_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/049/ERR10901049/ERR10901049_2.fastq.gz
ERR10901051,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10901051/ERR10901051_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10901051/ERR10901051_2.fastq.gz
ERR10901053,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/053/ERR10901053/ERR10901053_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/053/ERR10901053/ERR10901053_2.fastq.gz
ERR10901059,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10901059/ERR10901059_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10901059/ERR10901059_2.fastq.gz
ERR10901062,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10901062/ERR10901062_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/062/ERR10901062/ERR10901062_2.fastq.gz
ERR10901066,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/066/ERR10901066/ERR10901066_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/066/ERR10901066/ERR10901066_2.fastq.gz
ERR10901068,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/068/ERR10901068/ERR10901068_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/068/ERR10901068/ERR10901068_2.fastq.gz
ERR10901071,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10901071/ERR10901071_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10901071/ERR10901071_2.fastq.gz
ERR10901073,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10901073/ERR10901073_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10901073/ERR10901073_2.fastq.gz
ERR10901074,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10901074/ERR10901074_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10901074/ERR10901074_2.fastq.gz
ERR10901076,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/076/ERR10901076/ERR10901076_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/076/ERR10901076/ERR10901076_2.fastq.gz
ERR10901077,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/077/ERR10901077/ERR10901077_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/077/ERR10901077/ERR10901077_2.fastq.gz
ERR10901080,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/080/ERR10901080/ERR10901080_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/080/ERR10901080/ERR10901080_2.fastq.gz
ERR10901081,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/081/ERR10901081/ERR10901081_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/081/ERR10901081/ERR10901081_2.fastq.gz
ERR10901090,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/090/ERR10901090/ERR10901090_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/090/ERR10901090/ERR10901090_2.fastq.gz
ERR10901101,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/001/ERR10901101/ERR10901101_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/001/ERR10901101/ERR10901101_2.fastq.gz
ERR10901107,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10901107/ERR10901107_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10901107/ERR10901107_2.fastq.gz
ERR10901109,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/009/ERR10901109/ERR10901109_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/009/ERR10901109/ERR10901109_2.fastq.gz
ERR10901110,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10901110/ERR10901110_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10901110/ERR10901110_2.fastq.gz
ERR10901111,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/011/ERR10901111/ERR10901111_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/011/ERR10901111/ERR10901111_2.fastq.gz
ERR10901118,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/018/ERR10901118/ERR10901118_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/018/ERR10901118/ERR10901118_2.fastq.gz
ERR10901119,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10901119/ERR10901119_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10901119/ERR10901119_2.fastq.gz
ERR10901124,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10901124/ERR10901124_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10901124/ERR10901124_2.fastq.gz
ERR10901126,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/026/ERR10901126/ERR10901126_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/026/ERR10901126/ERR10901126_2.fastq.gz
ERR10901131,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/031/ERR10901131/ERR10901131_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/031/ERR10901131/ERR10901131_2.fastq.gz
ERR10901132,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10901132/ERR10901132_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10901132/ERR10901132_2.fastq.gz
ERR10901134,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10901134/ERR10901134_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10901134/ERR10901134_2.fastq.gz
ERR10901139,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10901139/ERR10901139_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10901139/ERR10901139_2.fastq.gz
ERR10901141,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10901141/ERR10901141_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10901141/ERR10901141_2.fastq.gz
ERR10901143,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/043/ERR10901143/ERR10901143_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/043/ERR10901143/ERR10901143_2.fastq.gz
ERR10901145,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/045/ERR10901145/ERR10901145_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/045/ERR10901145/ERR10901145_2.fastq.gz
ERR10901154,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/054/ERR10901154/ERR10901154_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/054/ERR10901154/ERR10901154_2.fastq.gz
ERR10901155,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10901155/ERR10901155_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10901155/ERR10901155_2.fastq.gz
ERR10901156,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/056/ERR10901156/ERR10901156_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/056/ERR10901156/ERR10901156_2.fastq.gz
ERR10901160,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/060/ERR10901160/ERR10901160_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/060/ERR10901160/ERR10901160_2.fastq.gz
ERR10901164,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/064/ERR10901164/ERR10901164_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/064/ERR10901164/ERR10901164_2.fastq.gz
ERR10901165,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10901165/ERR10901165_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10901165/ERR10901165_2.fastq.gz
ERR10901167,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/067/ERR10901167/ERR10901167_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/067/ERR10901167/ERR10901167_2.fastq.gz
ERR10901169,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/069/ERR10901169/ERR10901169_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/069/ERR10901169/ERR10901169_2.fastq.gz
ERR10901173,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10901173/ERR10901173_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/073/ERR10901173/ERR10901173_2.fastq.gz
ERR10901175,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10901175/ERR10901175_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10901175/ERR10901175_2.fastq.gz
ERR10901179,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/079/ERR10901179/ERR10901179_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/079/ERR10901179/ERR10901179_2.fastq.gz
ERR10901181,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/081/ERR10901181/ERR10901181_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/081/ERR10901181/ERR10901181_2.fastq.gz
ERR10901186,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/086/ERR10901186/ERR10901186_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/086/ERR10901186/ERR10901186_2.fastq.gz
ERR10901192,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/092/ERR10901192/ERR10901192_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/092/ERR10901192/ERR10901192_2.fastq.gz
ERR10901198,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/098/ERR10901198/ERR10901198_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/098/ERR10901198/ERR10901198_2.fastq.gz
ERR10901202,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/002/ERR10901202/ERR10901202_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/002/ERR10901202/ERR10901202_2.fastq.gz
ERR10901203,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/003/ERR10901203/ERR10901203_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/003/ERR10901203/ERR10901203_2.fastq.gz
ERR10901205,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/005/ERR10901205/ERR10901205_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/005/ERR10901205/ERR10901205_2.fastq.gz
ERR10901206,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10901206/ERR10901206_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10901206/ERR10901206_2.fastq.gz
ERR10901210,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10901210/ERR10901210_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10901210/ERR10901210_2.fastq.gz
ERR10901213,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/013/ERR10901213/ERR10901213_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/013/ERR10901213/ERR10901213_2.fastq.gz
ERR10901225,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10901225/ERR10901225_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10901225/ERR10901225_2.fastq.gz
ERR10901227,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/027/ERR10901227/ERR10901227_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/027/ERR10901227/ERR10901227_2.fastq.gz
ERR10901228,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10901228/ERR10901228_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10901228/ERR10901228_2.fastq.gz
ERR10901234,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10901234/ERR10901234_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/034/ERR10901234/ERR10901234_2.fastq.gz
ERR10901239,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10901239/ERR10901239_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10901239/ERR10901239_2.fastq.gz
ERR10901243,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/043/ERR10901243/ERR10901243_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/043/ERR10901243/ERR10901243_2.fastq.gz
ERR10901245,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/045/ERR10901245/ERR10901245_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/045/ERR10901245/ERR10901245_2.fastq.gz
ERR10901250,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/050/ERR10901250/ERR10901250_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/050/ERR10901250/ERR10901250_2.fastq.gz
ERR10901252,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10901252/ERR10901252_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10901252/ERR10901252_2.fastq.gz
ERR10901254,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/054/ERR10901254/ERR10901254_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/054/ERR10901254/ERR10901254_2.fastq.gz
ERR10901256,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/056/ERR10901256/ERR10901256_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/056/ERR10901256/ERR10901256_2.fastq.gz
ERR10901258,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/058/ERR10901258/ERR10901258_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/058/ERR10901258/ERR10901258_2.fastq.gz
ERR10901259,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10901259/ERR10901259_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10901259/ERR10901259_2.fastq.gz
ERR10901263,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/063/ERR10901263/ERR10901263_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/063/ERR10901263/ERR10901263_2.fastq.gz
ERR10901265,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10901265/ERR10901265_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10901265/ERR10901265_2.fastq.gz
ERR10901267,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/067/ERR10901267/ERR10901267_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/067/ERR10901267/ERR10901267_2.fastq.gz
ERR10901274,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10901274/ERR10901274_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10901274/ERR10901274_2.fastq.gz
ERR10901275,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10901275/ERR10901275_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10901275/ERR10901275_2.fastq.gz
ERR10901276,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/076/ERR10901276/ERR10901276_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/076/ERR10901276/ERR10901276_2.fastq.gz
ERR10901278,PRJEB51728,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/078/ERR10901278/ERR10901278_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/078/ERR10901278/ERR10901278_2.fastq.gz
